,분류,충전소,주소,이용가능시간,타입,충전기용량,lon,lat,요금
124,충전소,자치경찰단 서귀포지역경찰대,제주특별자치도 서귀포시 부두로 1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5658726,33.2450723,"100kw미만: 324.4원
100kw 이상: 347.2원"
125,충전소,저지 다온빌라 공용주차장,제주특별자치도 제주시 한경면 저지12길 72-12,24시간 이용가능,DC콤보,급속(200kW동시),126.2634373,33.3368939,"100kw미만: 324.4원
100kw 이상: 347.2원"
126,충전소,제스코 서귀포점,제주특별자치도 서귀포시 상효로39 (상효동 754-1),월~금09:00~19:00,DC콤보,급속(200kW동시),126.5967804,33.2634517,"100kw미만: 324.4원
100kw 이상: 347.2원"
127,충전소,제스코마트,제주특별자치도 제주시 연북로 444,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5292406,33.4804626,"100kw미만: 324.4원
100kw 이상: 347.2원"
128,충전소,제주 곶자왈 도립공원입구,제주특별자치도 서귀포시 대정읍 에듀시티로 178,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.2763069,33.279349,"100kw미만: 324.4원
100kw 이상: 347.2원"
129,충전소,제주 청소년수련원 도로변 주차장,제주특별자치도 제주시 한림읍 금능리 2243-2,24시간 이용가능,DC콤보,급속(200kW동시),126.2361676,33.3770218,"100kw미만: 324.4원
100kw 이상: 347.2원"
130,충전소,제주4.3평화재단 공원,제주특별자치도 제주시 명림로 430,24시간 이용가능,DC콤보,급속(400kW동시),126.6181207,33.4505801,"100kw미만: 324.4원
100kw 이상: 347.2원"
131,충전소,제주감귤농협유통사업단(2유통센터),제주특별자치도 서귀포시 남원읍 태신로 130번길 170,24시간 이용가능,DC콤보,급속(200kW동시),126.7436148,33.312612,"100kw미만: 324.4원
100kw 이상: 347.2원"
132,충전소,제주공항,제주특별자치도 제주시 용담2동 2002,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.4952613,33.5063344,"100kw미만: 324.4원
100kw 이상: 347.2원"
133,충전소,제주국제대학교,제주특별자치도 제주시 516로 2870,24시간 이용가능,DC콤보,급속(200kW동시),126.5701247,33.4421723,"100kw미만: 324.4원
100kw 이상: 347.2원"
134,충전소,제주국제컨벤션센터2,"제주특별자치도 서귀포시 중문관광로 224, 본관 주차장 면세점 앞 대형주차장(중문동 2700)",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.4245153,33.2413649,"100kw미만: 324.4원
100kw 이상: 347.2원"
135,충전소,제주노루생태공원,"제주특별자치도 제주시 명림로 520, 본관 주차장(산 51-2)",07:00~18:00,DC차데모+AC3상+DC콤보,급속(50kW),126.6266442,33.4444421,"100kw미만: 324.4원
100kw 이상: 347.2원"
136,충전소,제주농업기술센터,제주특별자치도 제주시 애월읍 상귀길 173,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.403769,33.4592643,"100kw미만: 324.4원
100kw 이상: 347.2원"
137,충전소,제주농업기술원,제주특별자치도 서귀포시 중산간서로 212,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.4890452,33.2613191,"100kw미만: 324.4원
100kw 이상: 347.2원"
138,충전소,제주도립미술관,제주특별자치도 제주시 1100로 2894-78(연동),24시간 이용가능,DC콤보,급속(200kW동시),126.4896073,33.4526324,"100kw미만: 324.4원
100kw 이상: 347.2원"
139,충전소,제주도청 1청사,제주특별자치도 제주시 문연로 6,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.4980797,33.4888341,"100kw미만: 324.4원
100kw 이상: 347.2원"
140,충전소,제주도청 제2청사,제주특별자치도 제주시 문연로 30,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5006816,33.4890071,"100kw미만: 324.4원
100kw 이상: 347.2원"
141,충전소,제주동부경찰서,제주특별자치도 제주시 동광로 66,09:00 ~ 18:00,DC콤보,급속(100kW단독),126.5364421,33.5026841,"100kw미만: 324.4원
100kw 이상: 347.2원"
142,충전소,제주동부하수처리장,제주특별자치도 제주시 월정서로 162,24시간 이용가능,DC콤보,급속(200kW동시),126.7789836,33.5627205,"100kw미만: 324.4원
100kw 이상: 347.2원"
143,충전소,제주상공회의소 뒤편 주차장,제주특별자치도 제주시 도남동 574-3,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5201501,33.4904195,"100kw미만: 324.4원
100kw 이상: 347.2원"
144,충전소,제주시 민속오일시장 6주차장,제주특별자치도 제주시 오일장서길 26,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.4747907,33.4974552,"100kw미만: 324.4원
100kw 이상: 347.2원"
145,충전소,제주시 상하수도본부,제주특별자치도 제주시 조천읍 중산간동로 601(대흘리 2778-30),24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.6503584,33.4996454,"100kw미만: 324.4원
100kw 이상: 347.2원"
146,충전소,제주시 외도일동 공영주차장,제주특별자치도 제주시 외도일동 632-7,24시간 이용가능,DC콤보,급속(100kW멀티),126.4287144,33.4857119,"100kw미만: 324.4원
100kw 이상: 347.2원"
147,충전소,제주시청,제주특별자치도 제주시 광양9길 10,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5319439,33.4999974,"100kw미만: 324.4원
100kw 이상: 347.2원"
148,충전소,제주영어교육도시,제주특별자치도 서귀포시 대정읍 보성리 2410,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.2706274,33.2582832,"100kw미만: 324.4원
100kw 이상: 347.2원"
149,충전소,제주영어교육도시사무소,제주특별자치도 서귀포시 대정읍 구억리 625-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.2833138,33.2859513,"100kw미만: 324.4원
100kw 이상: 347.2원"
150,충전소,제주종합경기장2,"제주특별자치도 제주시 서광로2길 24제주특별자치도 제주시 서광로2길 24, 애향운동장 앞 주차장(1165 애향운동장)",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5178387,33.4954029,"100kw미만: 324.4원
100kw 이상: 347.2원"
151,충전소,제주종합경기장2,"제주특별자치도 제주시 서광로2길 24, 애향운동장 앞 주차장(오라1동 1137)",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5178387,33.4954029,"100kw미만: 324.4원
100kw 이상: 347.2원"
152,충전소,제주추사관,제주특별자치도 서귀포시 대정읍 추사로 36번길 1,24시간 이용가능,DC콤보,급속(200kW동시),126.2790157,33.2499613,"회원: 299원
비회원: 319원"
153,충전소,제주특별자치도 인재개발원,제주특별자치도 제주시 산천단동길 26,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5601614,33.4468976,"회원: 299원
비회원: 319원"
154,충전소,제주특별자치도교육청,제주특별자치도 제주시 문연로 5,24시간 이용가능,DC콤보,급속(200kW동시),126.4982303,33.4902703,"회원: 299원
비회원: 319원"
155,충전소,제주특별자치도의회,제주특별자치도 제주시 문연로 13,24시간 이용가능,DC콤보,급속(200kW동시),126.4992861,33.4903182,"회원: 299원
비회원: 319원"
156,충전소,제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303,"09:00~19:00(토,일 미개방)",DC콤보,급속(200kW동시),126.6425739,33.5415236,"회원: 299원
비회원: 319원"
157,충전소,제주해녀박물관,"제주특별자치도 제주시 구좌읍 해녀박물관길 26, 본관 주차장(상도리 3204-1)",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.8628483,33.5230497,"회원: 299원
비회원: 319원"
158,충전소,제주현대미술관,제주특별자치도 제주시 한경면 저지리 2114-68,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.2658578,33.3382178,"회원: 299원
비회원: 319원"
159,충전소,제주현대미술관,제주특별자치도 제주시 한경면 저지리 2114-82,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.2659642,33.338432,"회원: 299원
비회원: 319원"
160,충전소,조천도서관,제주특별자치도 제주시 조천읍 일주동로 1189,24시간 이용가능,DC콤보,급속(100kW단독),126.6676874,33.5377041,"완속: 280원
급속: 310원"
161,충전소,조천읍사무소,제주특별자치도 제주시 조천읍 신북로 194,24시간 이용가능,DC콤보,급속(200kW동시),126.6342946,33.5345995,"완속: 280원
급속: 310원"
162,충전소,조천체육관,"제주특별자치도 제주시 조천읍 조천18길 11-1, 본관 주차장(조천리 1176-1)",24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.6439447,33.5397165,"완속: 280원
급속: 310원"
163,충전소,중문 관광단지,제주특별자치도 서귀포시 색달동 2889-1중문색달해변 북측 증설주차장,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.411632,33.2450137,"완속: 280원
급속: 310원"
164,충전소,중문119센터,제주특별자치도 서귀포시 일주서로 669,24시간 이용가능,DC콤보,급속(100kW단독),126.4353135,33.2584326,"완속: 280원
급속: 310원"
165,충전소,중앙공영주차장,제주특별자치도 서귀포시 서귀동 291-63(3),24시간 이용가능,DC콤보,급속(200kW동시),126.5621612,33.2499162,"완속: 280원
급속: 310원"
166,충전소,중앙공영주차장(우리은행 서귀포점 인근 공영주차장),제주특별자치도 서귀포시 서귀동 291-2 북쪽 입구,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5624597,33.2499701,"완속: 280원
급속: 310원"
167,충전소,천지연폭포주차장,제주특별자치도 서귀포시 서홍동 666-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5597544,33.2447447,"완속: 280원
급속: 310원"
168,충전소,추자면사무소,제주특별자치도 제주시 추자면 추자로 26,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.2961362,33.963599,"완속: 280원
급속: 310원"
169,충전소,클럽다인리조트,제주특별자치도 제주시 애월읍 애월해안로400-9,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.3514646,33.4710066,"완속: 280원
급속: 310원"
170,충전소,탐라중학교 공영주차장,제주특별자치도 제주시 아라동 3008-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5450031,33.4763498,"완속: 280원
급속: 310원"
171,충전소,퐁낭 작은 도서관 앞 주차장,제주특별자치도 서귀포시 동홍동 470-1,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5723463,33.2557425,"완속: 280원
급속: 310원"
172,충전소,표선 의례회관 앞 공영주차장,제주특별자치도 서귀포시 표선면 표선리 2103,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.8236034,33.3269034,"완속: 280원
급속: 310원"
173,충전소,표선면사무소,제주특별자치도 서귀포시 표선면 표선중앙로 74,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.8321113,33.3262254,"완속: 280원
급속: 310원"
174,충전소,표선민속마을 해비치 해변 공영주차장,제주특별자치도 서귀포시 표선면 민속해안로 631-45,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.838229,33.3250881,"완속: 280원
급속: 310원"
175,충전소,하귀1지구 공영주차장,제주특별자치도 제주시 하귀1리 176-3,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.4177465,33.4845878,"완속: 280원
급속: 310원"
176,충전소,하례2리 마을회,제주특별자치도 서귀포시 남원읍 하례돈야로 83,24시간 이용가능,DC콤보,급속(200kW동시),126.6089283,33.2972138,"완속: 280원
급속: 310원"
177,충전소,하효마을다목적회관,제주특별자치도 서귀포시 칠십리로 740(하효동),24시간 이용가능,DC콤보,급속(200kW동시),126.617765,33.2581464,"완속: 280원
급속: 310원"
178,충전소,한경도서관 앞 주차장,제주특별자치도 제주시 한경면 신창리 233-1입구 우측,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.1845735,33.3498289,"완속: 280원
급속: 310원"
179,충전소,한경면(청수리)청수마을회관,제주특별자치도 제주시 한경면 대한로 1036,24시간 이용가능,DC콤보,급속(100kW단독),126.2476775,33.3178122,"완속: 280원
급속: 310원"
180,충전소,한경면체육관,제주특별자치도 제주시 한경면 칠전로 41,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.1845554,33.3014102,"완속: 280원
급속: 310원"
181,충전소,한국교통안전공단제주자동차검사소,제주특별자치도 제주시 삼봉로 79(도련2동),"08:00~13:00(일,공휴일미개방)",DC차데모+AC3상+DC콤보,급속(100kW멀티),126.5892937,33.5141378,"완속: 280원
급속: 310원"
182,충전소,한국산업인력공단 제주지사,제주특별자치도 제주시 복지로 19,24시간 이용가능,DC콤보,급속(200kW동시),126.5198389,33.4876498,"완속: 280원
급속: 310원"
183,충전소,한국중부발전㈜ 상명풍력발전소,제주특별자치도 제주시 한림읍 금악서길133,"평일 09:00 ~ 18:00, 주말 및 공휴일 이용불가",DC콤보,급속(200kW동시),126.292781,33.362018,"완속: 280원
급속: 310원"
184,충전소,한국중부발전㈜ 제주화력본부 사택,제주특별자치도 제주시 삼양1동 1637-1,24시간 이용가능,DC콤보,급속(200kW동시),126.5923975,33.5274479,"완속: 280원
급속: 310원"
185,충전소,한국폴리텍대학 제주캠퍼스,제주특별자치도 제주시 산천단 동3길 2 북쪽주차장 입구,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5612608,33.4478624,"완속: 280원
급속: 310원"
186,충전소,한라도서관,제주특별자치도 제주시 오남로 221,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.516046,33.4763664,"완속: 280원
급속: 310원"
187,충전소,한라생태숲,제주특별자치도 제주시 516로 2596,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.595761,33.430924,"완속: 280원
급속: 310원"
188,충전소,한라수목원,제주특별자치도 제주시 수목원길 72,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.4932445,33.4699272,"완속: 280원
급속: 310원"
189,충전소,한림공원 인근 공영주차장,제주특별자치도 제주시 한림읍 금능리 2018재릉종합관광안내센터 우측,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.2376564,33.3908391,"완속: 280원
급속: 310원"
190,충전소,한림읍체육관 주차장,제주특별자치도 제주시 한림읍 한림중앙로 71-9,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.2684786,33.4089702,"완속: 280원
급속: 310원"
191,충전소,한림종합운동장 주차장,제주특별자치도 제주시 한림읍 한림리 887-2,24시간 이용가능,DC콤보,급속(400kW동시),126.2684786,33.4089702,"완속: 280원
급속: 310원"
192,충전소,한림항 주차장,제주특별자치도 제주시 한림읍 한림리 1377-48,24시간 이용가능,DC콤보,급속(100kW단독),126.2580647,33.411062,"완속: 280원
급속: 310원"
193,충전소,한반도제주호텔,제주특별자치도 제주시 연동2334-4,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.4909571,33.4933987,"완속: 280원
급속: 310원"
194,충전소,해군호텔,제주특별자치도 제주시 해안마을서2길 19,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(100kW멀티),126.448717,33.4590325,"완속: 280원
급속: 310원"
195,충전소,홍로공영주차장,제주특별자치도 서귀포시 동홍동 1480-6,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(200kW동시),126.5614118,33.2559023,"완속: 280원
급속: 310원"
196,충전소,화북동주민센터,제주특별자치도 제주시 화북1동 1976-6,24시간 이용가능,DC차데모+AC3상+DC콤보,급속(50kW),126.5654508,33.5204337,"완속: 280원
급속: 310원"
